,artist_name,track_name,track_id,popularity
551,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,89
552,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,95
553,Rod Wave,Rags2Riches (feat. ATR Son Son),1ENdcyhqdylaLsPVgB83qq,87
554,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,89
555,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
556,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
557,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
558,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
559,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
560,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
561,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
562,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
563,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
564,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
565,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
566,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
567,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
568,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
569,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
570,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
571,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
572,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
573,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
574,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
575,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
576,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
577,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
578,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
579,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
580,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
581,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
582,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
583,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
584,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
585,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
586,Juice WRLD,Man Of The Year,1uA914Md6wsy9NDryyBypH,84
587,Juice WRLD,Fighting Demons,0jo6Nd4iJU0UFHqS0Xd4l4,84
588,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),7iIzwqG5UxPYwTYUUK4pzU,84
589,Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,83
590,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,96
591,Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,83
592,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,88
593,6ix9ine,GOOBA,4NhDYoQTYCdWHTvlbGVgwo,91
594,Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,84
595,Juice WRLD,Can't Die,6DuHcOuuGWXNvF3uocsrBa,84
596,Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,82
597,Juice WRLD,I Want It,6RsRMf9e4KUyo3MecGffNL,83
598,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,86
599,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,87
600,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,89
601,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,95
602,Rod Wave,Rags2Riches (feat. ATR Son Son),1ENdcyhqdylaLsPVgB83qq,87
603,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,89
604,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
605,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
606,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
607,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
608,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
609,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
610,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
611,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
612,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
613,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
614,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
615,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
616,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
617,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
618,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
619,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
620,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
621,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
622,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
623,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
624,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
625,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
626,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
627,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
628,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
629,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
630,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
631,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
632,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
633,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
634,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
635,Juice WRLD,Man Of The Year,1uA914Md6wsy9NDryyBypH,84
636,Juice WRLD,Fighting Demons,0jo6Nd4iJU0UFHqS0Xd4l4,84
637,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),7iIzwqG5UxPYwTYUUK4pzU,84
638,Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,83
639,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,96
640,Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,83
641,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,88
642,6ix9ine,GOOBA,4NhDYoQTYCdWHTvlbGVgwo,91
643,Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,84
644,Juice WRLD,Can't Die,6DuHcOuuGWXNvF3uocsrBa,84
645,Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,82
646,Juice WRLD,I Want It,6RsRMf9e4KUyo3MecGffNL,83
647,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,86
648,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,87
649,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,88
650,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,95
651,Rod Wave,Rags2Riches (feat. ATR Son Son),1ENdcyhqdylaLsPVgB83qq,87
652,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,89
653,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
654,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
655,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
656,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
657,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
658,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
659,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
660,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
661,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
662,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
663,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
664,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
665,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
666,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
667,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
668,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
669,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
670,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
671,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
672,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
673,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
674,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
675,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
676,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
677,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
678,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
679,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
680,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
681,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
682,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
683,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
684,Juice WRLD,Man Of The Year,1uA914Md6wsy9NDryyBypH,84
685,Juice WRLD,Fighting Demons,0jo6Nd4iJU0UFHqS0Xd4l4,84
686,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),7iIzwqG5UxPYwTYUUK4pzU,84
687,Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,83
688,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,96
689,Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,83
690,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,88
691,6ix9ine,GOOBA,4NhDYoQTYCdWHTvlbGVgwo,91
692,Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,84
693,Juice WRLD,Can't Die,6DuHcOuuGWXNvF3uocsrBa,84
694,Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,82
695,Juice WRLD,I Want It,6RsRMf9e4KUyo3MecGffNL,83
696,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,86
697,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,87
698,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,88
699,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,83
700,Rod Wave,Rags2Riches (feat. ATR Son Son),1ENdcyhqdylaLsPVgB83qq,87
701,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,89
702,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
703,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
704,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
705,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
706,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
707,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
708,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
709,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
710,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
711,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
712,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
713,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
714,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
715,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
716,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
717,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
718,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
719,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
720,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
721,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
722,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
723,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
724,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
725,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
726,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
727,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
728,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
729,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
730,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
731,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
732,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
733,Juice WRLD,Man Of The Year,1uA914Md6wsy9NDryyBypH,84
734,Juice WRLD,Fighting Demons,0jo6Nd4iJU0UFHqS0Xd4l4,84
735,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),7iIzwqG5UxPYwTYUUK4pzU,84
736,Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,83
737,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,96
738,Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,83
739,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,88
740,6ix9ine,GOOBA,4NhDYoQTYCdWHTvlbGVgwo,91
741,Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,84
742,Juice WRLD,Can't Die,6DuHcOuuGWXNvF3uocsrBa,84
743,Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,82
744,Juice WRLD,I Want It,6RsRMf9e4KUyo3MecGffNL,83
745,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,86
746,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,87
747,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,88
748,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,83
749,BLACKPINK,How You Like That,3vAn0qZzdyuHamcrpkfiX3,89
750,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,89
751,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
752,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
753,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
754,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
755,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
756,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
757,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
758,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
759,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
760,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
761,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
762,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
763,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
764,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
765,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
766,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
767,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
768,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
769,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
770,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
771,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
772,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
773,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
774,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
775,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
776,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
777,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
778,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
779,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
780,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
781,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
782,Juice WRLD,Man Of The Year,1uA914Md6wsy9NDryyBypH,84
783,Juice WRLD,Fighting Demons,0jo6Nd4iJU0UFHqS0Xd4l4,84
784,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),7iIzwqG5UxPYwTYUUK4pzU,84
785,Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,83
786,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,96
787,Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,83
788,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,88
789,6ix9ine,GOOBA,4NhDYoQTYCdWHTvlbGVgwo,91
790,Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,84
791,Juice WRLD,Can't Die,6DuHcOuuGWXNvF3uocsrBa,84
792,Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,82
793,Juice WRLD,I Want It,6RsRMf9e4KUyo3MecGffNL,83
794,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,86
795,DJ Khaled,GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,87
796,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,88
797,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,83
798,BLACKPINK,How You Like That,3vAn0qZzdyuHamcrpkfiX3,89
799,Lil Mosey,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,88
800,Megan Thee Stallion,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,90
801,Juice WRLD,Life's A Mess (feat. Halsey),4h5N4KyWZMtpeH9vhXSXjd,88
802,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,90
803,Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,87
804,Juice WRLD,Blood On My Jeans,3MmCFghNjzZMn3HKqbVizn,86
805,Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,87
806,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,86
807,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,86
808,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,88
809,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,86
810,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,86
811,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,86
812,Chris Brown,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,89
813,The Kid LAROI,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,87
814,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,92
815,Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,85
816,Juice WRLD,Titanic,1QoG0Yqz1onMsdbOibZVke,85
817,Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,85
818,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,90
819,Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,85
820,Juice WRLD,Bad Energy,0JoWBcL61YWLXM5vW0YTHO,85
821,Juice WRLD,Stay High,1AnkdcHl86kEhDvhaKDuIe,85
822,Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,85
823,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,93
824,Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,85
825,Juice WRLD,Up Up And Away,5lcIegmdblnWqT9nS9EhZj,85
826,Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,84
827,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,92
828,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,85
829,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,91
830,Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,84
